ID	ID_Consutoriamigo	APERTURA_DT	EDAD	GENERO	ESTRATO	ACTIVIDAD_ECONOMICA	ESTADO_CIVIL	RANGO EDAD	BASE	FECHA_ENCUESTA	Probabilidad_Recomendacion	Productos_Tibamoa	Frecuencia_uso_CA	Uso_ppal_CA	Principal_uso_Cred Consum	Principal_uso_TC_Tibapuntos	Identificacion_afirm_comunicacion	Identificacion_afirm_conocimiento	Identificacion_afirm_disp_compra	2_aspectos_mas_importantes_escoger_ entidad_financiera	Que_impotante_Satisfaccion_EF	Busqueda_info_producto	Solicitud_productos	Consulta_info_y_caracteristicas_prod	Transacciones (compras, pagos, abonos, etc.)	modo_Realizar_consulta_o_requerimiento	Radicar_queja_reclamo	Primer_canal_alternativo	Web B Tibamoa	App B Tibamoa	Banca en linea B Tibamoa	Chat WhatsApp B Tibamoa	Telefono B Tibamoa	Cajeros electronicos	Oficinas B Tibamoa	Correo electronico B Tibamoa	Disposicion_recibir_comunic_Tibamoa	Informacion de beneficios	Informacion de ofertas comerciales	Notificaciones de estados de tramites	Si Tibamoa excelente, estaria dispuesto a:	Si igual tiempo seguiria cliente	Otras entidades que lo atienden	Banco Principal	Billetera digital preferida	Que_valora de bco ppal	dummie prod Cuenta de Ahorros/MCAmiga 	dummie prd Credito de consumo 	dummie prod Tarjeta de credito Tibapuntos 	dummie prod CDT	dummie prod Otro	dummie 2 asp Que sea rapida en la atencion y en los tramites	dummie 2 asp Que tenga una amplia red de agencias, agentes y cajeros.	dummie 2 Otro	dummie 2 asp Que ofrezca productos adaptados a sus necesidades	dummie 2 asp Que ofrezca tasas y comisiones competitivas.	dummie 2 asp Que tenga buena reputacion en el mercado.	dummie 2 asp Que cuente con programas de puntos y beneficios.	dummie 2 asp Que brinde informacion amigable.	dummie_otras_entidades_atienden_Bancolombia	dummie_otras_entidades_atienden_Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)	dummie_otras_entidades_atienden_Otro	dummie_otras_entidades_atienden_Davivienda	dummie_otras_entidades_atienden_Banco Caja Social	dummie_otras_entidades_atienden_Banco Popular	dummie_otras_entidades_atienden_Banco de Bogota	dummie_otras_entidades_atienden_Banco de Occidente	dummie_otras_entidades_atienden_Scotiabank Colpatria	dummie_otras_entidades_atienden_Banco Agrario de Colombia
37194	base_Tibamoa_42482022081213_27_21_10343	44542	58	MASCULINO	3	PENSIONADO	SOLTERO/A	51 - 60	Arquetipos	44785,76918	10	Credito de consumo |Tarjeta de credito Tibapuntos |	Nunca	Aprovechar promociones y descuentos	Otro	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Oficinas	Oficinas	Correo electronico	Oficinas	Oficinas	No he vivido este momento	Telefono (Call Center)	10	No uso este canal	No uso este canal	No uso este canal	No uso este canal	No uso este canal	10	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Telefono	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Otro	Otro		Otro	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
37372	base_Tibamoa_42482022081213_27_21_10521	42786	53	MASCULINO	3	PRESTADOR_DE_SERVICIOS	SOLTERO/A	51 - 60	Arquetipos	44785,89376	7	Cuenta de Ahorros/MCAmiga |Credito de consumo |	Diario	Realizar pagos y transacciones	Otro	No tengo tarjeta de credito Tibapuntos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que sea rapida en la atencion y en los tramites|Otro	Otro	Banca en linea	Banca en linea	Banca en linea	Banca en linea	Telefono	Telefono	Telefono (Call Center)	4	3	3	4	3	No conozco este canal	6	5	Mas de 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	De 1 a 2 annos	Bancolombia|	Bancolombia		Facilidad para interactuar con los canales de atencion	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
37388	base_Tibamoa_42482022081213_27_21_10537	43377	57	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	51 - 60	Arquetipos	44785,68383	1	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	No tengo cuenta de ahorro	No tengo creditos de consumo	Realizar compras cotidianas	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que sea rapida en la atencion y en los tramites|Que brinde informacion amigable.|	La agilidad en tramites y atencion (Agilidad)	Banca en linea	Banca en linea	Banca en linea	App	Telefono	Chat Whatsapp	Chat Whatsapp	2	2	4	2	1	3	2	4	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	No hacer nada al respecto	Menos de 1 anno	Davivienda|Scotiabank Colpatria|	Scotiabank Colpatria		Otro	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
37452	base_Tibamoa_42482022081213_27_21_10601	43121	59	MASCULINO	5	EMPLEADO_PRIVADO	SOLTERO/A	51 - 60	Arquetipos	44785,70184	10	Cuenta de Ahorros/MCAmiga |CDT|Tarjeta de credito Tibapuntos |	1 vez al mes	Ahorrar con una meta especifica	No tengo creditos de consumo	Realizar compras cotidianas	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que ofrezca productos adaptados a sus necesidades|Que ofrezca tasas y comisiones competitivas.|	Variedad de productos financieros (Portafolio)	App	Banca en linea	Banca en linea	App	App	Banca en linea	Telefono (Call Center)	9	10	10	2	7	No uso este canal	No uso este canal	No uso este canal	1 comunicado al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Bancolombia|	Bancolombia		Otro	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
37520	base_Tibamoa_42482022081213_27_21_10669	43871	58	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	51 - 60	Arquetipos	44785,71148	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Dos veces por semana	Realizar pagos y transacciones	Proyecto inmobiliario	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que sea rapida en la atencion y en los tramites|Que ofrezca tasas y comisiones competitivas.|	La agilidad en tramites y atencion (Agilidad)	App	Banca en linea	App	App	Banca en linea	Banca en linea	Telefono (Call Center)	10	10	10	No uso este canal	10	8	9	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Bancolombia|	Bancolombia		Otro	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
37574	base_Tibamoa_42482022081213_27_21_10723	44651	59	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	51 - 60	Arquetipos	44785,72965	4	Cuenta de Ahorros/MCAmiga |	1 vez al mes	Ahorrar con una meta especifica	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga buena reputacion en el mercado.|	Ofrecimiento personalizado de productos (Personalizacion)	Correo electronico	Correo electronico	Correo electronico	Oficinas	Cajeros electronicos	Oficinas	Oficinas	No uso este canal	No uso este canal	No uso este canal	No uso este canal	No uso este canal	No uso este canal	10	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Chat Whatsapp	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Menos de 1 anno	Bancolombia|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Bancolombia		Respuesta oportuna ante requerimientos	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
37728	base_Tibamoa_42482022081213_27_21_10877	44456	58	FEMENINO	3	TRANSPORTADOR	SOLTERO/A	51 - 60	Arquetipos	44785,78804	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Diario	Realizar pagos y transacciones	Fortalecer mi negocio	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca productos adaptados a sus necesidades|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	App	Telefono	App	Banca en linea	Chat Whatsapp	Chat Whatsapp	Telefono (Call Center)	9	10	8	1	10	10	10	No uso este canal	Mas de 4 comunicados al mes	Correo electronico	Correo electronico	Telefono	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Davivienda|	Banco Tibamoa		Las tasas y comisiones de los productos	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
37814	base_Tibamoa_42482022081213_27_21_10963	44377	51	MASCULINO	3	EMPLEADO_PUBLICO	SOLTERO/A	51 - 60	Arquetipos	44785,82854	3	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	1 vez al mes	Aprovechar promociones y descuentos	Proyecto inmobiliario	Compras online	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que tenga buena reputacion en el mercado.|	La informacion oportuna sobre productos y beneficios (Informacion clara)	App	Web	Chat Whatsapp	Web	Web	Telefono	Chat Whatsapp	4	3	2	3	1	No uso este canal	1	1	No deseo recibir ningun tipo de comunicacion				No hacer nada al respecto	Menos de 1 anno	Bancolombia|Davivienda|	Otro		Facilidad para interactuar con los canales de atencion	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
38027	base_Tibamoa_42482022081213_27_21_11176	43524	51	MASCULINO	3	EMPLEADO_PUBLICO	SOLTERO/A	51 - 60	Arquetipos	44785,74498	10	Cuenta de Ahorros/MCAmiga |	Dos veces por semana	Ahorrar con una meta especifica	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que cuente con programas de puntos y beneficios.|	Programas de puntos y beneficios. (Programas de fidelizacion)	Correo electronico	Correo electronico	Correo electronico	Telefono	Correo electronico	Correo electronico	Correo electronico	10	No uso este canal	10	No uso este canal	No uso este canal	8	10	10	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Otro	Otro		Programa de puntos y alianzas	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
38123	base_Tibamoa_42482022081213_27_21_11272	42286	56	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	51 - 60	Arquetipos	44785,84428	10	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Ahorrar con una meta especifica	No tengo creditos de consumo	Realizar avances	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca productos adaptados a sus necesidades|	La informacion oportuna sobre productos y beneficios (Informacion clara)	Banca en linea	Banca en linea	App	App	Banca en linea	Telefono	Telefono (Call Center)	No uso este canal	9	9	5	7	8	10	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	No estoy interesado	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Menos de 1 anno	Bancolombia|	Bancolombia		Los canales digitales	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
38179	base_Tibamoa_42482022081213_27_21_11328	44530	57	FEMENINO	3	EMPLEADO_PRIVADO	SOLTERO/A	51 - 60	Arquetipos	44785,74265	9	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	1 vez al mes	Ahorrar con una meta especifica	No tengo creditos de consumo	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca tasas y comisiones competitivas.|Que cuente con programas de puntos y beneficios.|	La agilidad en tramites y atencion (Agilidad)	Chat Whatsapp	Web	Web	Oficinas	Chat Whatsapp	No he vivido este momento	Oficinas	9	No uso este canal	No uso este canal	10	No uso este canal	9	10	No uso este canal	1 comunicado al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Bancolombia|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Bancolombia		Los canales digitales	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
38491	base_Tibamoa_42482022081213_27_21_11640	43890	59	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	51 - 60	Arquetipos	44785,93108	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Diario	Realizar pagos y transacciones	Realizar un emprendimiento	Otro	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que ofrezca productos adaptados a sus necesidades|	La informacion oportuna sobre productos y beneficios (Informacion clara)	Banca en linea	Banca en linea	Oficinas	Banca en linea	Chat Whatsapp	Correo electronico	Correo electronico	No uso este canal	10	10	10	10	10	10	10	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Tibamoa		Respuesta oportuna ante requerimientos	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
38531	base_Tibamoa_42482022081213_27_21_11680	42421	60	FEMENINO	3	EMPLEADO_PRIVADO	SOLTERO/A	51 - 60	Arquetipos	44785,76193	0	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |Otro	1 vez al mes	Ahorrar con una meta especifica	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que sea rapida en la atencion y en los tramites|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Banca en linea	Banca en linea	Banca en linea	Oficinas	Oficinas	Oficinas	Oficinas	6	No conozco este canal	10	1	1	8	1	No uso este canal	1 comunicado al mes	Banca en linea	Banca en linea	Telefono	No hacer nada al respecto	Menos de 1 anno	Scotiabank Colpatria|	Scotiabank Colpatria		Facilidad para interactuar con los canales de atencion	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
38567	base_Tibamoa_42482022081213_27_21_11716	42497	60	FEMENINO	3	EMPLEADO_PRIVADO	SOLTERO/A	51 - 60	Arquetipos	44786,3044	0	Cuenta de Ahorros/MCAmiga |	Dos veces por semana	Realizar pagos y transacciones	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que sea rapida en la atencion y en los tramites|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Oficinas	Oficinas	Oficinas	Banca en linea	Oficinas	Chat Whatsapp	Oficinas	1	1	1	1	1	5	1	1	1 comunicado al mes	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	No hacer nada al respecto	Menos de 1 anno	Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Tibamoa		Respuesta oportuna ante requerimientos	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
38646	base_Tibamoa_42482022081213_27_21_11795	44725	56	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	51 - 60	Arquetipos	44785,81579	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Diario	Realizar pagos y transacciones	Fortalecer mi negocio	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que sea rapida en la atencion y en los tramites|Que cuente con programas de puntos y beneficios.|	Variedad de productos financieros (Portafolio)	App	App	App	App	App	App	App	No uso este canal	10	10	10	No uso este canal	No uso este canal	10	No uso este canal	Mas de 4 comunicados al mes	App	App	App	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|	Banco Tibamoa		Respuesta oportuna ante requerimientos	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
38749	base_Tibamoa_42482022081213_27_21_11898	44016	54	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	51 - 60	Arquetipos	44785,81354	10	Cuenta de Ahorros/MCAmiga |	Dos veces por semana	Realizar pagos y transacciones	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	Banca en linea	Banca en linea	Banca en linea	Chat Whatsapp	10	10	No uso este canal	10	No uso este canal	10	10	No uso este canal	1 comunicado al mes				Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Otro	Banco Tibamoa		Respuesta oportuna ante requerimientos	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
39041	base_Tibamoa_42482022081213_27_21_12190	42365	61	MASCULINO	3	EMPLEADO_PRIVADO	CASADO/A	MAYOR 60	Arquetipos	44785,97508	10	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Ahorrar con una meta especifica	No tengo creditos de consumo	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca tasas y comisiones competitivas.|Que tenga buena reputacion en el mercado.|	Resolucion adecuada en los canales de atencion (Resolutividad)	Banca en linea	Oficinas	Banca en linea	Banca en linea	Telefono	Telefono	Oficinas	9	9	10	5	8	9	10	5	Entre 2 y 4 comunicados al mes	Banca en linea	Chat Whatsapp	Telefono	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Davivienda|Banco Caja Social|Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Caja Social		Las tasas y comisiones de los productos	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0
39262	base_Tibamoa_42482022081213_27_21_12411	43080	72	FEMENINO	3	PENSIONADO	CASADO/A	MAYOR 60	Arquetipos	44785,91645	9	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	1 vez al mes	Otro	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que sea rapida en la atencion y en los tramites|Que cuente con programas de puntos y beneficios.|	Programas de puntos y beneficios. (Programas de fidelizacion)	App	App	Oficinas	App	App	App	Oficinas	7	9	5	9	3	No uso este canal	2	No uso este canal	Entre 2 y 4 comunicados al mes	Web	Web	Telefono	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	De 3 a 4 annos	Bancolombia|Davivienda|Banco Popular|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Davivienda		Facilidad para interactuar con los canales de atencion	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0
39361	base_Tibamoa_42482022081213_27_21_12510	44692	67	MASCULINO	3	INDEPENDIENTE	CASADO/A	MAYOR 60	Arquetipos	44785,70313	1	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Diario	Aprovechar promociones y descuentos	No tengo creditos de consumo	Realizar compras cotidianas	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que brinde informacion amigable.|Que tenga buena reputacion en el mercado.|	Estabilidad en las plataformas digitales (Estabilidad)	Banca en linea	Oficinas	Banca en linea	Banca en linea	Banca en linea	Correo electronico	Correo electronico	1	1	1	1	1	1	1	1	Mas de 4 comunicados al mes	App	Chat Whatsapp	Banca en linea	No hacer nada al respecto	Menos de 1 anno	Banco de Bogota|Bancolombia|Davivienda|Banco de Occidente|Banco Caja Social|Scotiabank Colpatria|	Davivienda		Respuesta oportuna ante requerimientos	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0
39541	base_Tibamoa_42482022081213_27_21_12690	42623	65	MASCULINO	3	INDEPENDIENTE	CASADO/A	MAYOR 60	Arquetipos	44785,72414	5	Cuenta de Ahorros/MCAmiga |	Diario	Realizar pagos y transacciones	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca productos adaptados a sus necesidades|	La agilidad en tramites y atencion (Agilidad)	Web	Banca en linea	Web	Banca en linea	App	Web	Telefono (Call Center)	5	6	7	1	1	7	3	1	Entre 2 y 4 comunicados al mes	App	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Menos de 1 anno	Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Tibamoa		Las tasas y comisiones de los productos	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
39617	base_Tibamoa_42482022081213_27_21_12766	41207	66	MASCULINO	3	INDEPENDIENTE	CASADO/A	MAYOR 60	Arquetipos	44785,86182	8	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	1 vez al mes	Ahorrar con una meta especifica	Realizar una compra puntual	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que ofrezca tasas y comisiones competitivas.|	Que le brinden orientacion y asesoramiento (Acompannamiento)	Web	Oficinas	Web	Oficinas	Oficinas	Oficinas	Telefono (Call Center)	No uso este canal	No uso este canal	7	No uso este canal	8	No uso este canal	9	No uso este canal	Entre 2 y 4 comunicados al mes	Web	Web	Web	Adquirir otros productos con el Banco Tibamoa.	De 1 a 2 annos	Davivienda|Scotiabank Colpatria|	Davivienda		Las tasas y comisiones de los productos	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
39631	base_Tibamoa_42482022081213_27_21_12780	42578	76	MASCULINO	4	PENSIONADO	CASADO/A	MAYOR 60	Arquetipos	44785,92463	9	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	1 vez al mes	Realizar pagos y transacciones	Realizar una compra puntual	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que sea rapida en la atencion y en los tramites|	La agilidad en tramites y atencion (Agilidad)	App	Banca en linea	Banca en linea	App	Telefono	Telefono	Telefono (Call Center)	9	10	9	1	6	9	2	8	Entre 2 y 4 comunicados al mes	Correo electronico	Web	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	De 5 a 6 annos	Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|Otro	Otro		Facilidad para interactuar con los canales de atencion	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
39694	base_Tibamoa_42482022081213_27_21_12843	41469	67	MASCULINO	3	PENSIONADO	CASADO/A	MAYOR 60	Arquetipos	44785,7263	10	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Recibir la nomina	No tengo creditos de consumo	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca tasas y comisiones competitivas.|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Web	Banca en linea	Banca en linea	Web	Web	Web	Chat Whatsapp	9	10	9	No uso este canal	No uso este canal	No uso este canal	8	No uso este canal	1 comunicado al mes	Correo electronico	No estoy interesado	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Bancolombia|	Banco Tibamoa		Programa de puntos y alianzas	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
